"Restaurant.Name","Address","Inspection.Fail.Count","Inspection.Pass.Count","Violation.Level1.Count","Violation.Level2.Count","Violation.Level3.Count","Violation.Pass.Count","Violation.Fail.Count","Violation.2010.Count","Violation.2011.Count","Violation.2012.Count","Violation.2013.Count","Violation.2014.Count","Violation.2015.Count","Violation.2016.Count","Violation.2017.Count","Violation.2018.Count","Violation.2019.Count","Violation.2020.Count","Price","review_count_total","review_count_anuave","year_count","ave_rating","latest_review","earliest_review","inactive_years","Yelp","Food.Inspection","lon","lat","Land_Parcel_ID","GIS_ID","Blk_ID_10","BG_ID_10","CT_ID_10"
"Cinis","252   Friend ST Boston MA 2114",1,1,2,5,0,4,3,0,0,0,0,0,0,0,0,0,0,7,"0",0,0,0,0,0,0,0,0,1,-71.061192,42.364494,301656000,301656000,250250203032046,250250203032,25025020303
"Nonno's","252   Friend ST Boston MA 2114",3,1,21,1,5,5,22,0,0,0,0,0,12,15,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.061192,42.364494,301656000,301656000,250250203032046,250250203032,25025020303
"West End Pizza","252   Friend ST Boston MA 2114",4,3,58,0,14,36,36,0,20,52,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.061192,42.364494,301656000,301656000,250250203032046,250250203032,25025020303
"Friend Street Cafe","232  Friend ST Boston MA 2114",8,5,51,3,10,29,35,0,0,34,14,12,4,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.06115,42.36432,301658000,301658000,250250203032046,250250203032,25025020303
"2Twenty2","222 Friend StBoston, MA 02114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",56,28,2,3.634168157,2019,2018,0,1,0,-71.0609699,42.364196,301660000,301660000,250250203032046,250250203032,25025020303
"The North Star","222   Friend ST Boston MA 2114",6,5,71,10,8,43,46,16,16,22,19,12,0,0,4,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.061078,42.36412,301660000,301660000,250250203032046,250250203032,25025020303
"Commonwealth Fish and Beer","138 Portland StBoston, MA 02114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",0,0,1,0,0,0,0,1,0,-71.0612869,42.3636969,301665000,301665000,250250203032045,250250203032,25025020303
"West End Johnnies","138 Portland StBoston, MA 02114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",300,25,12,2.848511457,2019,2008,0,1,0,-71.0612869,42.3636969,301665000,301665000,250250203032045,250250203032,25025020303
"Causeway Restaurant & Bar","65 Causeway StBoston, MA 02114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",175,29.16666667,6,3.069218814,2019,2014,0,1,0,-71.0626214,42.3644537,301669000,301669000,250250203032045,250250203032,25025020303
"The Causeway","65   Causeway ST Boston MA 2114",16,7,82,22,11,51,64,0,0,0,0,2,0,26,26,38,23,0,"0",0,0,0,0,0,0,0,0,1,-71.062676,42.364444,301669000,301669000,250250203032045,250250203032,25025020303
"The Harp","85 Causeway StBoston, MA 02114",17,15,174,24,10,103,105,8,12,82,14,12,2,6,18,32,22,0,"$$",40,10,4,2.938537549,2019,2016,0,1,1,-71.0622659,42.3645532,301672000,301672000,250250203032045,250250203032,25025020303
"Community Workshop Inc.","174   Portland ST Boston MA 2114",14,12,100,20,10,66,64,16,8,30,14,10,1,1,0,18,20,12,"0",0,0,0,0,0,0,0,0,1,-71.061819,42.364123,301674000,301674000,250250203032045,250250203032,25025020303
"Au Bon Pain","101 Merrimac StBoston, MA 02114",21,13,147,10,36,84,109,24,3,36,63,18,0,26,10,9,2,2,"$",16,2,8,2.708333333,2019,2011,0,1,1,-71.0616159,42.3637742,301675000,301675000,250250203032045,250250203032,25025020303
"Bulfinch Social","107 Merrimac StBoston, MA 02114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",1,1,1,4,2019,2019,0,1,0,-71.0625157,42.3638797,301676000,301676000,250250203032044,250250203032,25025020303
"FLAT IRON RESTAURANT AT BULFINCH HOTEL","105   Merrimac ST Boston MA 2114",6,5,47,2,4,22,31,13,23,17,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.062398,42.363881,301676000,301676000,250250203032044,250250203032,25025020303
"The Boxer dba Finch","105   Merrimac ST Boston MA 2114",15,10,68,6,17,43,48,0,0,10,8,8,6,8,11,20,20,0,"0",0,0,0,0,0,0,0,0,1,-71.062398,42.363881,301676000,301676000,250250203032044,250250203032,25025020303
"Finch","107 Merrimac StThe Boxer BostonBoston, MA 02114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",34,5.666666667,6,3.309722222,2019,2014,0,1,0,-71.0625157,42.3638797,301676000,301676000,250250203032044,250250203032,25025020303
"Rodey Pizzeria and Pasta","55 Causeway StBoston, MA 02114",10,6,40,8,11,27,32,0,0,0,0,0,0,16,1,20,12,10,"$$",55,13.75,4,3.017708333,2019,2016,0,1,1,-71.0628708,42.3643192,301681000,301681000,250250203032044,250250203032,25025020303
"Quiznos Subs","55   Causeway ST Boston MA 2114",3,1,16,0,0,7,9,9,7,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.06294,42.36431,301681000,301681000,250250203032044,250250203032,25025020303
"PAPA'S ROAST BEEF AND PIZZA","55   Causeway ST Boston MA 2114",2,2,44,4,10,29,29,0,0,28,30,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.06294,42.36431,301681000,301681000,250250203032044,250250203032,25025020303
"Dunkin Donuts (Causeway St.)","55   Causeway ST Boston MA 2114",14,5,41,2,12,22,33,9,16,10,1,0,0,0,8,3,8,0,"0",0,0,0,0,0,0,0,0,1,-71.06294,42.36431,301681000,301681000,250250203032044,250250203032,25025020303
"Hurley Cafe","19 Staniford StBoston, MA 02114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",0,0,1,0,0,0,0,1,0,-71.0635527,42.3620373,301686000,301686000,250250203032051,250250203032,25025020303
"MEZZANINE COFFEE SHOP","25  Staniford ST Boston MA 2114",14,7,75,9,27,49,62,24,7,33,31,4,0,4,8,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.063531,42.362154,301686000,301686000,250250203032051,250250203032,25025020303
"ERIC LINDEMAN","25  Staniford ST Boston MA 2114",35,7,174,14,73,85,176,22,16,44,77,8,0,18,37,26,13,0,"0",0,0,0,0,0,0,0,0,1,-71.063531,42.362154,301686000,301686000,250250203032051,250250203032,25025020303
"Crazy Dough's Pizza","100 Legends WayBoston GardenBoston, MA 02114",24,11,110,6,35,66,85,23,9,20,9,6,20,8,12,44,0,0,"$",31,3.1,10,2.914761905,2019,2010,0,1,1,-71.0622259,42.3663097,301911010,301925000,250250203032032,250250203032,25025020303
"Banners Harbor View","1 Legends WayBoston, MA 02114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$$",3,1,3,4.333333333,2014,2010,5,1,0,-71.0617447,42.3658301,301911010,301918035,250250203032032,250250203032,25025020303
"Big Night Live","80   Causeway ST Boston MA 2114",2,0,4,4,0,3,5,0,0,0,0,0,0,0,0,0,0,8,"0",0,0,0,0,0,0,0,0,1,-71.061705,42.365678,301911010,301918035,250250203032032,250250203032,25025020303
"Banners Kitchen and Tap","80   Causeway ST Boston MA 2114",1,1,4,4,4,6,6,0,0,0,0,0,0,0,0,0,0,12,"0",0,0,0,0,0,0,0,0,1,-71.061705,42.365678,301911010,301918035,250250203032032,250250203032,25025020303
"CitizenM Hotel","50  Causeway ST Boston MA 2114",1,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,2,"0",0,0,0,0,0,0,0,0,1,-71.061705,42.365678,301911010,301918035,250250203032032,250250203032,25025020303
"Guy Fieri's Tequila Cocina","110 Causeway StBoston, MA 02114",2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,"no value",22,22,1,2.590909091,2019,2019,0,1,1,-71.061672,42.3656736,301911010,301918035,250250203032032,250250203032,25025020303
"O'Neill Cafe","10 Causeway StFl 2Boston, MA 02114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",3,1,3,3,2017,2011,2,1,0,-71.0630552,42.3650963,301920000,301920000,250250203032032,250250203032,25025020303
"Swissbakers","1 Nashua StBoston, MA 02114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",6,3,2,4.2,2019,2018,0,1,0,-71.063473,42.365947,301922050,301922050,250250203032032,250250203032,25025020303
"Tasty Burger","1 Nashua StBoston, MA 02114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",47,23.5,2,2.864468864,2019,2018,0,1,0,-71.063473,42.365947,301922050,301922050,250250203032032,250250203032,25025020303
"125 Nashua St. Cafe (MGH)","125  Nashua St Boston MA 2114",2,1,1,2,0,1,2,0,0,0,0,0,0,0,1,0,2,0,"0",0,0,0,0,0,0,0,0,1,-71.06495,42.36783,301927600,301927600,250250203032009,250250203032,25025020303
"SPAULDING REHAB HOSPITAL","125   Nashua ST Boston MA 2114",5,3,20,0,14,16,18,11,1,22,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.06495,42.36783,301927600,301927600,250250203032009,250250203032,25025020303
"DUNKIN DONUTS/D.J. DONUTS","125   Nashua ST Boston MA 2114",5,5,14,0,12,13,13,10,2,14,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.06495,42.36783,301927600,301927600,250250203032009,250250203032,25025020303
"Rocco's Cucina & Bar","450 Commercial StBoston, MA 02109",20,9,104,8,30,61,81,4,4,16,15,24,32,20,3,10,8,6,"$$",158,11.28571429,14,3.706809525,2019,2006,0,1,1,-71.053375,42.3673203,302027000,302027000,250250305003002,250250305003,25025030500
"My Cousin's Place","396 Hanover StBoston, MA 02113",17,6,82,5,39,54,72,0,0,10,18,12,57,2,2,14,11,0,"$",87,10.875,8,3.989073427,2019,2012,0,1,1,-71.0529687,42.366017,302059000,302059000,250250305003001,250250305003,25025030500
"CONTRADA'S COFFEE SHOP","396   Hanover ST Boston MA 2113",1,1,4,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.05296,42.36602,302059000,302059000,250250305003001,250250305003,25025030500
"MAURIZIO'S","364   Hanover ST Boston MA 2113",7,5,50,2,19,34,37,0,0,18,16,9,12,16,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.0532,42.36535,302075000,302075000,250250304001005,250250304001,25025030400
"Caffe Lil Italy","178 Salem StBoston, MA 02113",22,14,95,8,37,64,76,12,17,10,4,18,37,19,5,16,2,0,"$",57,5.7,10,3.597777778,2019,2010,0,1,1,-71.0548375,42.3665498,302154001,302154001,250250301001006,250250301001,25025030100
"Theo's Cozy Corner","162 Salem StBoston, MA 02113",21,13,126,8,35,76,93,10,2,20,17,30,36,23,7,10,14,0,"$$",473,31.53333333,15,4.426763385,2019,2005,0,1,1,-71.0550928,42.3660924,302182000,302182000,250250301001008,250250301001,25025030100
"Corner Cafe","87 Prince StBoston, MA 02113",14,11,54,10,16,38,42,8,0,8,2,18,22,2,3,7,0,10,"$",63,5.25,12,4.083928571,2019,2007,0,1,1,-71.055964,42.365617,302251002,302251002,250250301002003,250250301002,25025030100
"Locale","352 Hanover StBoston, MA 02113",4,2,12,2,8,8,14,0,0,0,0,6,0,10,0,3,3,0,"$$",358,51.14285714,7,4.349394842,2019,2013,0,1,1,-71.053375,42.3651308,302304000,302304000,250250304001004,250250304001,25025030400
"Cantina Italiana","346 Hanover StBoston, MA 02113",13,6,49,2,8,24,35,10,0,11,16,1,0,4,8,9,0,0,"$$",533,35.53333333,15,3.784267244,2019,2005,0,1,1,-71.0534832,42.3649897,302306000,302306000,250250304001004,250250304001,25025030400
"Panza","326 Hanover StBoston, MA 02113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",1279,116.2727273,11,3.862846476,2019,2009,0,1,0,-71.0537928,42.3646456,302315000,302315000,250250304001003,250250304001,25025030400
"Panza","326   Hanover ST Boston MA 2113",14,8,56,17,28,45,56,0,6,16,12,6,2,16,5,24,14,0,"0",0,0,0,0,0,0,0,0,1,-71.05383,42.364668,302315000,302315000,250250304001003,250250304001,25025030400
"Assaggio","29 Prince StBoston, MA 02113",12,7,56,10,10,34,42,12,8,22,14,3,11,6,0,0,0,0,"$$$",108,36,3,4.255282651,2019,2017,0,1,1,-71.0542803,42.3647475,302318000,302318000,250250304001003,250250304001,25025030400
"Monica's Trattoria","67 Prince StBoston, MA 02113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$$",497,35.5,14,3.788013531,2019,2006,0,1,0,-71.055268,42.3651733,302322000,302322000,250250304001003,250250304001,25025030400
"El Triunfo Restaurant (69 Prince St.)","69   Prince ST Boston MA 2113",4,3,25,4,0,14,15,0,15,14,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.055258,42.365223,302322000,302322000,250250304001003,250250304001,25025030400
"Dino's","141 Salem StBoston, MA 02113",15,9,37,6,10,22,31,17,4,4,2,3,3,4,0,6,1,9,"$$",380,25.33333333,15,4.099979885,2019,2005,0,1,1,-71.055358,42.365057,302343000,302343000,250250304002000,250250304002,25025030400
"Caffé Vittoria","296 Hanover StBoston, MA 02113",16,9,69,2,26,43,54,6,0,16,3,21,21,10,1,9,8,2,"$",916,61.06666667,15,3.924188248,2019,2005,0,1,1,-71.0543467,42.3640924,302356000,302356000,250250304002000,250250304002,25025030400
"Bella Vista","288 Hanover StBoston, MA 02113",27,14,116,8,38,70,92,24,10,18,20,30,22,12,6,4,16,0,"$$",291,20.78571429,14,3.487878971,2019,2006,0,1,1,-71.0544428,42.3640144,302360000,302360000,250250304002000,250250304002,25025030400
"O'Saraceno","284   Hanover ST Boston MA 2113",23,13,95,26,23,66,78,14,4,22,24,7,29,8,5,9,8,14,"0",0,0,0,0,0,0,0,0,1,-71.05454,42.36397,302361000,302361000,250250304002000,250250304002,25025030400
"Ristorante Saraceno","286 Hanover StBoston, MA 02113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",469,33.5,14,3.699234412,2019,2006,0,1,0,-71.0545357,42.3639932,302361000,302361000,250250304002000,250250304002,25025030400
"CAFE POMPEI","280  Hanover St Boston MA 2113",17,7,113,8,18,63,76,18,6,36,32,31,16,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.05459,42.36392,302362000,302362000,250250304002000,250250304002,25025030400
"Trattoria Il Panino","280 Hanover StBoston, MA 02113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",394,39.4,10,3.942025877,2019,2010,0,1,0,-71.054675,42.3639799,302362000,302362000,250250304002000,250250304002,25025030400
"Il Panino Restaurant","7   Parmenter ST Boston MA 2113",22,12,136,20,31,87,100,19,0,16,26,23,24,4,26,12,19,18,"0",0,0,0,0,0,0,0,0,1,-71.054768,42.363904,302364000,302364000,250250304002000,250250304002,25025030400
"Dolce","270   Hanover ST Boston MA 2113",18,10,62,4,29,43,52,0,4,14,2,20,22,1,4,8,16,4,"0",0,0,0,0,0,0,0,0,1,-71.05468,42.36382,302364000,302364000,250250304002000,250250304002,25025030400
"Trattoria Il Panino","11 Parmenter StBoston, MA 02113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",816,58.28571429,14,3.804292188,2019,2006,0,1,0,-71.0548067,42.3638693,302364000,302364000,250250304002000,250250304002,25025030400
"Bacco","107 Salem StBoston, MA 02113",6,3,63,4,2,30,39,0,30,14,16,0,0,3,0,3,3,0,"$$",332,22.13333333,15,3.714868609,2019,2005,0,1,1,-71.0554643,42.364189,302366000,302366000,250250304002000,250250304002,25025030400
"107","107 Salem StBoston, MA 02113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",0,0,1,0,0,0,0,1,0,-71.0554643,42.364189,302366000,302366000,250250304002000,250250304002,25025030400
"Al Dente Restaurant","109 Salem StBoston, MA 02113",25,14,183,26,24,108,125,18,10,26,33,27,64,12,22,11,10,0,"$$",1082,72.13333333,15,3.834232569,2019,2005,0,1,1,-71.0553598,42.3642175,302367000,302367000,250250304002000,250250304002,25025030400
"Benevento's","111 Salem StBoston, MA 02113",18,14,134,8,20,78,84,20,12,18,29,24,32,10,0,9,8,0,"$$",460,46,10,3.807550075,2019,2010,0,1,1,-71.055398,42.3642823,302368000,302368000,250250304002000,250250304002,25025030400
"Rigoletto","115   Salem ST Boston MA 2113",8,1,25,0,8,10,23,0,0,0,0,0,0,2,0,26,5,0,"0",0,0,0,0,0,0,0,0,1,-71.055372,42.364414,302370000,302370000,250250304002000,250250304002,25025030400
"PUSHCART CAFE","117   Salem ST Boston MA 2113",12,8,34,4,22,27,33,6,2,8,2,14,12,4,0,12,0,0,"0",0,0,0,0,0,0,0,0,1,-71.055371,42.364427,302370000,302370000,250250304002000,250250304002,25025030400
"Sapori Di Napoli","115   Salem ST Boston MA 2113",9,4,16,4,3,8,15,10,9,4,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.055372,42.364414,302370000,302370000,250250304002000,250250304002,25025030400
"Rigoletto Ristorante","115 Salem StBoston, MA 02113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",307,61.4,5,4.013412818,2019,2015,0,1,0,-71.0553946,42.3644925,302370000,302370000,250250304002000,250250304002,25025030400
"Ristorante Euno","119 Salem StBoston, MA 02113",8,6,83,6,11,50,50,0,29,38,20,0,4,6,0,2,1,0,"$$$",248,17.71428571,14,3.803399619,2019,2006,0,1,1,-71.0554149,42.3645558,302370100,302370100,250250304002000,250250304002,25025030400
"La Galleria 33","123   Salem ST Boston MA 2113",19,8,118,15,15,67,81,15,4,30,16,16,27,8,0,32,0,0,"0",0,0,0,0,0,0,0,0,1,-71.05536,42.36466,302371000,302371000,250250304002000,250250304002,25025030400
"Quattro","264 Hanover StBoston, MA 02113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",391,55.85714286,7,3.672232365,2019,2013,0,1,0,-71.0548319,42.3636992,302375000,302375000,250250304002002,250250304002,25025030400
"QUATTRO RISTORANTE  GRILL & PIZZERIA","264   Hanover ST Boston MA 2113",21,13,79,18,31,56,72,18,6,12,2,4,21,10,4,7,24,20,"0",0,0,0,0,0,0,0,0,1,-71.054861,42.363585,302376000,302376000,250250304002002,250250304002,25025030400
"Ristorante Fiore","250 Hanover StBoston, MA 02113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$$",607,40.46666667,15,3.366336173,2019,2005,0,1,0,-71.055116,42.3635543,302377000,302377000,250250304002002,250250304002,25025030400
"La Famiglia Spagnuolo's","240 Hanover StBoston, MA 02113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",313,24.07692308,13,2.073266546,2019,2007,0,1,0,-71.0551035,42.3633255,302380000,302380000,250250304002002,250250304002,25025030400
"Spagnoulos","240   Hanover ST Boston MA 2113",22,9,178,25,34,99,138,12,0,28,14,58,85,25,4,5,6,0,"0",0,0,0,0,0,0,0,0,1,-71.05517,42.36338,302380000,302380000,250250304002002,250250304002,25025030400
"Thinking Cup","236 Hanover StBoston, MA 02113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",557,69.625,8,4.077536207,2019,2012,0,1,0,-71.0552321,42.3633329,302381010,302381010,250250304002002,250250304002,25025030400
"Parla","230 Hanover StBoston, MA 02113",13,4,61,4,21,40,46,0,4,14,14,2,23,4,0,10,15,0,"$$",320,53.33333333,6,3.797506016,2019,2014,0,1,1,-71.0552327,42.3632455,302381050,302381050,250250304002002,250250304002,25025030400
"Lucca Restaurant & Bar","226 Hanover StBoston, MA 02113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$$",467,33.35714286,14,3.76035233,2019,2006,0,1,0,-71.0554178,42.363179,302391000,302391000,250250304002002,250250304002,25025030400
"Lucca North End","226   Hanover ST Boston MA 2113",13,6,137,6,5,66,82,12,8,39,49,26,14,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.055433,42.363199,302391000,302391000,250250304002002,250250304002,25025030400
"TARANTA/LA REINA","210   Hanover ST Boston MA 2113",7,5,62,4,8,34,40,0,12,12,24,0,16,3,0,4,3,0,"0",0,0,0,0,0,0,0,0,1,-71.05563,42.362919,302393000,302393000,250250304002002,250250304002,25025030400
"Taranta Cucina Meridionale","210 Hanover StBoston, MA 02113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$$",469,31.26666667,15,4.090630871,2019,2005,0,1,0,-71.0555919,42.3629212,302393000,302393000,250250304002002,250250304002,25025030400
"Bread & Butter","64  Cross St Boston MA 2113",3,1,34,2,6,20,22,0,0,0,30,12,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.055959,42.362948,302396000,302396000,250250304002002,250250304002,25025030400
"Nick Varano's Famous Deli","64  Cross St Boston MA 2113",6,6,42,2,10,27,27,14,10,30,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.055959,42.362948,302396000,302396000,250250304002002,250250304002,25025030400
"Caffe Graffiti","64  Cross St Boston MA 2113",10,5,25,3,10,16,22,14,24,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.055959,42.362948,302396000,302396000,250250304002002,250250304002,25025030400
"Gigi Gelateria","64  Cross St Boston MA 2113",5,1,17,0,3,5,15,2,0,0,0,17,0,0,1,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.055959,42.362948,302396000,302396000,250250304002002,250250304002,25025030400
"Neptune Oyster","63 Salem StBoston, MA 02113",19,14,88,16,22,59,67,22,4,16,14,17,3,18,12,10,6,4,"$$$",4934,328.9333333,15,4.3668506,2019,2005,0,1,1,-71.055975,42.3632371,302400000,302400000,250250304002002,250250304002,25025030400
"Pauli's","65 Salem StBoston, MA 02113",15,11,100,16,8,59,65,0,10,28,10,24,32,2,0,3,3,12,"$$",1054,117.1111111,9,4.313613312,2019,2011,0,1,1,-71.0558937,42.3632696,302403000,302403000,250250304002002,250250304002,25025030400
"Ernestos Pizza","69   Salem ST Boston MA 2113",22,6,93,25,34,65,87,0,0,0,10,38,47,2,6,25,3,21,"0",0,0,0,0,0,0,0,0,1,-71.05584,42.36335,302405000,302405000,250250304002002,250250304002,25025030400
"Ernesto's","69 Salem StBoston, MA 02113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$",741,52.92857143,14,4.151662279,2019,2006,0,1,0,-71.055838,42.363367,302405000,302405000,250250304002002,250250304002,25025030400
"Ernestos Pizzeria","69   Salem ST Boston MA 2113",6,4,45,2,2,23,26,25,6,18,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.05584,42.36335,302405000,302405000,250250304002002,250250304002,25025030400
"Rabia's Dolce Fumo","71   Salem ST Boston MA 2113",2,0,4,8,0,6,6,0,0,0,0,0,0,0,0,0,0,12,"0",0,0,0,0,0,0,0,0,1,-71.055799,42.363371,302406000,302406000,250250304002002,250250304002,25025030400
"RABIA'S RESTAURANT","73   Salem ST Boston MA 2113",29,14,119,21,54,88,106,19,9,30,25,29,27,8,8,22,17,0,"0",0,0,0,0,0,0,0,0,1,-71.055787,42.363427,302407000,302407000,250250304002002,250250304002,25025030400
"Rabia's","73 Salem StBoston, MA 02113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",632,42.13333333,15,3.618272667,2019,2005,0,1,0,-71.0557892,42.3634281,302407000,302407000,250250304002002,250250304002,25025030400
"Antico Forno","93 Salem StBoston, MA 02113",26,11,177,32,28,104,133,18,5,38,18,43,72,12,5,10,16,0,"$$",994,66.26666667,15,3.748195136,2019,2005,0,1,1,-71.0555571,42.3637595,302409000,302409000,250250304002002,250250304002,25025030400
"Boston Common Coffee Co.","97  Salem ST Boston MA 2113",14,7,115,2,21,62,76,10,2,26,28,34,12,26,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.055523,42.363853,302410000,302410000,250250304002002,250250304002,25025030400
"North End Fish Market","99 Salem StBoston, MA 02113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",281,23.41666667,12,4.482037123,2019,2008,0,1,0,-71.0555223,42.3639299,302411000,302411000,250250304002002,250250304002,25025030400
"Pagliuca's Restaurant","14  Parmenter ST Boston MA 2113",22,12,156,16,32,96,108,14,4,40,44,22,16,8,16,20,20,0,"0",0,0,0,0,0,0,0,0,1,-71.05496,42.36375,302420000,302420000,250250304002002,250250304002,25025030400
"Pagliucas","14 Parmenter StBoston, MA 02113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",333,23.78571429,14,3.12717361,2019,2006,0,1,0,-71.0549511,42.3637686,302420000,302420000,250250304002002,250250304002,25025030400
"Domenic's","54 Salem StBoston, MA 02113",22,12,147,10,46,102,101,0,10,27,17,31,51,19,10,24,4,10,"$$",84,84,1,4.30952381,2019,2019,0,1,1,-71.05624,42.363248,302456000,302456000,250250302001020,250250302001,25025030200
"Peet's Coffee & Tea","48   Salem ST Boston MA 2113",5,3,13,2,7,10,12,0,0,0,0,0,0,9,0,13,0,0,"0",0,0,0,0,0,0,0,0,1,-71.05631,42.36316,302457000,302457000,250250302001020,250250302001,25025030200
"GOODY GLOVERS","48   Salem ST Boston MA 2113",13,6,126,10,20,74,82,16,20,46,46,28,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.05631,42.36316,302457000,302457000,250250302001020,250250302001,25025030200
"D'amore's Italian Restaurant","76 Salem StBoston, MA 02113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no value",3,1,3,2.666666667,2015,2008,4,1,0,-71.0560214,42.3636162,302474000,302474000,250250302001012,250250302001,25025030200
"TreMonte Restaurant & Bar North End","76 Salem StBoston, MA 02113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$$",111,55.5,2,4.685901639,2019,2018,0,1,0,-71.0560214,42.3636162,302474000,302474000,250250302001012,250250302001,25025030200
"Pulcinella Mozzarella Bar and Restaurant","78   Salem ST Boston MA 2113",1,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,-71.05591,42.36369,302478000,302478000,250250302001012,250250302001,25025030200
